loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
10000,10000,10000,60 months,0.1691,248.05,C,C5,Unified Communications Telephony Lead,3 years,RENT,95000,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0756,311.34,A,A3,Warehouse Manager ,6 years,OWN,40000,Not Verified,Nov-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1447,470.26,C,C2,Truck Driver,10+ years,RENT,60000,Not Verified,Nov-18,Current,n,debt_consolidation
32000,32000,32000,36 months,0.1298,1077.9,B,B5,Nurse Practitioner ,1 year,MORTGAGE,98000,Not Verified,Nov-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1033,162.12,B,B1,Claim manager,8 years,MORTGAGE,87000,Source Verified,Nov-18,Fully Paid,n,debt_consolidation
14400,14400,14400,60 months,0.1894,373.07,D,D2,Drywall ,3 years,MORTGAGE,63000,Not Verified,Nov-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1131,164.43,B,B3,business banking specialist,8 years,MORTGAGE,124992,Source Verified,Nov-18,Current,n,credit_card
8000,8000,8000,36 months,0.1298,269.48,B,B5,,n/a,RENT,32000,Not Verified,Nov-18,Current,n,credit_card
16000,16000,16000,60 months,0.2089,431.87,D,D4,Executive Chef/F&B Director,6 years,MORTGAGE,72000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,14975,36 months,0.0721,464.6,A,A3,Engineer,4 years,RENT,78000,Not Verified,Nov-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1614,422.72,C,C4,,n/a,MORTGAGE,35000,Not Verified,Nov-18,Current,n,credit_card
12000,12000,12000,60 months,0.2089,323.9,D,D4,Clinical Specialist,1 year,MORTGAGE,125000,Source Verified,Nov-18,Current,n,home_improvement
24000,24000,24000,60 months,0.1894,621.79,D,D2,Patient service representative,3 years,RENT,24000,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1180,331.19,B,B4,Program Supervisor,2 years,RENT,35600,Not Verified,Nov-18,Current,n,debt_consolidation
6300,6300,6275,36 months,0.1072,205.42,B,B2,Purchasing Agent,< 1 year,RENT,70000,Not Verified,Nov-18,Current,n,debt_consolidation
14000,14000,14000,36 months,0.1502,485.46,C,C3,Senior Accountant,3 years,RENT,86520,Source Verified,Nov-18,Current,n,other
22500,22500,22500,60 months,0.1072,486.07,B,B2,Marketing Specialist,3 years,MORTGAGE,35000,Not Verified,Nov-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.0819,407.35,A,A4,Truck Driver,10+ years,RENT,70000,Not Verified,Nov-18,Current,n,credit_card
10000,10000,10000,60 months,0.1502,238.01,C,C3,Registered Nurse,2 years,RENT,80000,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1691,356.08,C,C5,Distribution Supervisor ,10+ years,RENT,71000,Not Verified,Nov-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.1614,880.66,C,C4,Medical Technologist,8 years,MORTGAGE,90000,Not Verified,Nov-18,Current,n,credit_card
18000,18000,18000,60 months,0.2727,552.55,E,E5,Artist Trainer,4 years,RENT,44000,Verified,Nov-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1298,673.69,B,B5,Compliance Officer,5 years,RENT,90000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1033,321.15,B,B1,Welder,5 years,MORTGAGE,68000,Not Verified,Nov-18,Current,n,home_improvement
24000,24000,24000,36 months,0.1072,782.56,B,B2,Accountant,3 years,OWN,52000,Not Verified,Nov-18,Current,n,debt_consolidation
4000,4000,3975,36 months,0.0846,126.2,A,A5,Compliance Officer,9 years,RENT,85000,Not Verified,Nov-18,Current,n,debt_consolidation
12600,12600,12600,36 months,0.0881,399.57,A,A5,Solution Architect,10+ years,MORTGAGE,205000,Not Verified,Nov-18,Current,n,debt_consolidation
3000,3000,3000,36 months,0.1502,104.03,C,C3,Graphic Designer,10+ years,MORTGAGE,49500,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.0819,305.52,A,A4,Data Analyst,3 years,RENT,42000,Not Verified,Nov-18,Current,n,credit_card
40000,40000,39975,36 months,0.1072,1304.26,B,B2,,< 1 year,RENT,160000,Not Verified,Nov-18,Current,n,credit_card
10000,10000,10000,60 months,0.1356,230.41,C,C1,Personal banker ,5 years,MORTGAGE,70000,Source Verified,Nov-18,Current,n,credit_card
3500,3500,3500,36 months,0.1180,115.92,B,B4,Accounts Payable Specialist,1 year,OWN,50000,Not Verified,Nov-18,Current,n,other
5000,5000,4975,36 months,0.0756,155.67,A,A3,Multi-channel customer manager,5 years,OWN,160000,Not Verified,Nov-18,Current,n,debt_consolidation
4600,4600,4600,36 months,0.1180,152.35,B,B4,SCALE TECH,10+ years,MORTGAGE,64000,Not Verified,Nov-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,RN case manager,2 years,RENT,83000,Source Verified,Nov-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.0819,204.26,A,A4,,n/a,RENT,65000,Not Verified,Nov-18,Late (31-120 days),n,debt_consolidation
25000,25000,25000,60 months,0.1298,568.58,B,B5,Electrician,10+ years,MORTGAGE,50000,Source Verified,Nov-18,Fully Paid,n,debt_consolidation
6000,6000,6000,36 months,0.1502,208.06,C,C3,Machine Operator ,10+ years,MORTGAGE,48000,Source Verified,Nov-18,Current,n,home_improvement
7000,7000,7000,36 months,0.0646,214.42,A,A1,Service Desk Agent ,10+ years,MORTGAGE,65000,Source Verified,Nov-18,Current,n,home_improvement
10000,10000,10000,36 months,0.1502,346.76,C,C3,Phlebotomist,1 year,RENT,35000,Source Verified,Nov-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1502,277.41,C,C3,Operator,4 years,ANY,35000,Source Verified,Nov-18,Current,n,credit_card
8000,8000,7975,36 months,0.1033,259.38,B,B1,,< 1 year,MORTGAGE,90000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,14975,60 months,0.1992,396.75,D,D3,Head technician,10+ years,RENT,60000,Not Verified,Nov-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.2340,682.1,E,E1,Operations Lead,3 years,RENT,140000,Not Verified,Nov-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0756,373.61,A,A3,Instructor ,7 years,MORTGAGE,70000,Not Verified,Nov-18,Current,n,credit_card
12000,12000,12000,60 months,0.1072,259.24,B,B2,Transportation Security Officer,7 years,MORTGAGE,55000,Not Verified,Nov-18,Current,n,credit_card
25000,25000,25000,60 months,0.1797,634.43,D,D1,POSTAGE DUE TECH,10+ years,MORTGAGE,60000,Source Verified,Nov-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1298,370.53,B,B5,data entry,8 years,RENT,51000,Not Verified,Nov-18,Current,n,debt_consolidation
7000,7000,6975,36 months,0.1447,240.85,C,C2,Funding Manager,7 years,MORTGAGE,65000,Not Verified,Nov-18,Fully Paid,n,other
20000,20000,20000,36 months,0.1180,662.38,B,B4,Regional Administrator,10+ years,RENT,151000,Not Verified,Nov-18,Current,n,debt_consolidation
12000,12000,11975,36 months,0.0756,373.61,A,A3,HEAD OF INDUSTRIAL DESIGN,10+ years,OWN,150000,Not Verified,Nov-18,Current,n,credit_card
7500,7500,7500,36 months,0.0702,231.65,A,A2,Waitress ,10+ years,MORTGAGE,70000,Not Verified,Nov-18,Current,n,other
20000,20000,20000,36 months,0.0881,634.23,A,A5,Manage,3 years,MORTGAGE,58000,Not Verified,Nov-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1131,197.32,B,B3,Program Adminstrator,2 years,RENT,65000,Not Verified,Nov-18,Current,n,debt_consolidation
11500,11500,11500,60 months,0.1298,261.55,B,B5,Registered nurse,4 years,OWN,89760,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,9975,36 months,0.0819,314.25,A,A4,Livestock Specialist,5 years,MORTGAGE,73000,Not Verified,Nov-18,Current,n,credit_card
20000,20000,19975,60 months,0.2235,556.37,D,D5,Fuel Cell Assembler,7 years,RENT,100000,Not Verified,Nov-18,Fully Paid,n,debt_consolidation
4000,4000,4000,36 months,0.1033,129.69,B,B1,trooper,5 years,MORTGAGE,44000,Source Verified,Nov-18,Fully Paid,n,credit_card
8500,8500,8500,36 months,0.0819,267.11,A,A4,Premise Technician,5 years,MORTGAGE,85000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0756,467.01,A,A3,,n/a,MORTGAGE,108336,Not Verified,Nov-18,Current,n,credit_card
10000,10000,10000,60 months,0.1356,230.41,C,C1,Lead Relay Technician,10+ years,MORTGAGE,117200,Not Verified,Nov-18,Current,n,debt_consolidation
5300,5300,5300,36 months,0.1072,172.82,B,B2,Teacher,4 years,MORTGAGE,135000,Not Verified,Nov-18,Current,n,other
30000,30000,30000,60 months,0.0819,611.03,A,A4,Senior Database Administrator,5 years,MORTGAGE,133000,Source Verified,Nov-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1072,978.19,B,B2,"Director, Chemical Biology",9 years,MORTGAGE,300000,Not Verified,Nov-18,Current,n,credit_card
20000,20000,20000,36 months,0.0819,628.49,A,A4,Service Account Manager ,< 1 year,MORTGAGE,98000,Not Verified,Nov-18,Current,n,credit_card
12000,12000,12000,36 months,0.1797,433.65,D,D1,Veterinary Technician,10+ years,MORTGAGE,44000,Source Verified,Nov-18,Current,n,credit_card
10000,10000,10000,36 months,0.2340,389.19,E,E1,IT Manager,1 year,RENT,80000,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1614,352.27,C,C4,DELI CLERK,8 years,RENT,30000,Source Verified,Nov-18,Current,n,debt_consolidation
21700,21700,21700,36 months,0.1072,707.56,B,B2,Courier Driver,10+ years,MORTGAGE,75000,Not Verified,Nov-18,Current,n,debt_consolidation
6400,6400,6400,36 months,0.1894,234.41,D,D2,Unit Secretary,10+ years,RENT,75000,Not Verified,Nov-18,Current,n,medical
3600,3600,3575,36 months,0.0881,114.17,A,A5,secretary,5 years,OWN,95000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1180,332.16,B,B4,General Manager ,10+ years,MORTGAGE,75000,Not Verified,Nov-18,Current,n,credit_card
12000,12000,12000,60 months,0.1072,259.24,B,B2,Head Electrician,10+ years,RENT,165000,Source Verified,Nov-18,Current,n,debt_consolidation
11400,11400,11375,60 months,0.1894,295.35,D,D2,Executive Director ,4 years,RENT,83175,Not Verified,Nov-18,Current,n,other
8550,8550,8550,36 months,0.1502,296.48,C,C3,Correctional Officer,7 years,RENT,75000,Not Verified,Nov-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1356,460.82,C,C1,Driver,3 years,MORTGAGE,90000,Source Verified,Nov-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1131,459.85,B,B3,Lead radiology Technologist,10+ years,MORTGAGE,70000,Not Verified,Nov-18,Current,n,credit_card
35000,35000,35000,36 months,0.1356,1188.76,C,C1,Attorney,4 years,MORTGAGE,250000,Source Verified,Nov-18,Current,n,home_improvement
19000,19000,19000,60 months,0.0819,386.99,A,A4,Sales Representative,7 years,MORTGAGE,60000,Source Verified,Nov-18,Current,n,debt_consolidation
4000,4000,3975,36 months,0.0702,123.55,A,A2,Early Childhood Intervention Specilist,10+ years,MORTGAGE,65000,Not Verified,Nov-18,Current,n,home_improvement
15000,15000,15000,60 months,0.1047,322.19,B,B2,,< 1 year,RENT,85000,Not Verified,Nov-18,Current,n,home_improvement
15000,15000,15000,36 months,0.1797,542.07,D,D1,,n/a,RENT,40000,Not Verified,Nov-18,Current,n,debt_consolidation
12000,12000,11975,60 months,0.1797,304.53,D,D1,admission assistant,10+ years,MORTGAGE,41240,Source Verified,Nov-18,Fully Paid,n,credit_card
34625,34625,34625,36 months,0.1614,1219.71,C,C4,COMMERCIAL ACCOUNT MANAGER ,10+ years,RENT,80000,Source Verified,Nov-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0667,153.64,A,A2,Director of Research,6 years,MORTGAGE,63200,Source Verified,Nov-18,Fully Paid,n,credit_card
3500,3500,3475,36 months,0.0756,108.97,A,A3,Senior network engineer,10+ years,MORTGAGE,94000,Source Verified,Nov-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.0819,754.18,A,A4,Operations Manager,3 years,MORTGAGE,169000,Source Verified,Nov-18,Current,n,credit_card
11000,11000,11000,36 months,0.0819,345.67,A,A4,teacher,10+ years,OWN,24000,Not Verified,Nov-18,Current,n,credit_card
16800,16800,16800,36 months,0.1691,598.22,C,C5,Security officer ,10+ years,RENT,60000,Source Verified,Nov-18,Current,n,debt_consolidation
17000,17000,17000,36 months,0.0756,529.28,A,A3,,< 1 year,MORTGAGE,70000,Not Verified,Nov-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0611,609.44,A,A1,Auditor,10+ years,RENT,116000,Not Verified,Nov-18,Current,n,credit_card
23000,23000,23000,60 months,0.1298,523.09,B,B5,Pharmacy technician,1 year,RENT,55000,Not Verified,Nov-18,Current,n,debt_consolidation
2000,2000,2000,36 months,0.1072,65.22,B,B2,Assistant Store Manager,10+ years,RENT,50500,Not Verified,Nov-18,Current,n,moving
15000,15000,15000,36 months,0.2340,583.78,E,E1,Insurance Producer,5 years,RENT,150000,Source Verified,Nov-18,Current,n,credit_card
16000,16000,16000,60 months,0.1691,396.87,C,C5,Lead teller,10+ years,OWN,47000,Source Verified,Nov-18,Current,n,debt_consolidation
11200,11200,11200,60 months,0.1033,239.79,B,B1,Facilities Supervisor,9 years,MORTGAGE,55000,Not Verified,Nov-18,Current,n,credit_card
10000,10000,10000,36 months,0.1894,366.26,D,D2,School aide,2 years,RENT,26000,Source Verified,Nov-18,Current,n,credit_card
18000,18000,18000,36 months,0.0702,555.96,A,A2,Instructional Designer,4 years,OWN,90000,Source Verified,Nov-18,Current,n,debt_consolidation
5000,5000,4975,36 months,0.1691,178.04,C,C5,,n/a,MORTGAGE,68524,Not Verified,Nov-18,Current,n,debt_consolidation
36000,36000,36000,60 months,0.1072,777.71,B,B2,Manager,7 years,RENT,140000,Source Verified,Nov-18,Current,n,debt_consolidation
7000,7000,6975,36 months,0.0702,216.21,A,A2,machine operator,4 years,RENT,32000,Not Verified,Nov-18,Current,n,other
8000,8000,8000,36 months,0.1894,293.01,D,D2,Retail Banker III,7 years,OWN,30000,Source Verified,Nov-18,Current,n,home_improvement
18000,18000,18000,36 months,0.0819,565.64,A,A4,Program Manager,< 1 year,MORTGAGE,145000,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1298,336.85,B,B5,System Engineer,2 years,MORTGAGE,144500,Source Verified,Nov-18,Current,n,other
7000,7000,6975,36 months,0.0819,219.97,A,A4,Server,< 1 year,RENT,40000,Not Verified,Nov-18,Current,n,credit_card
26400,26400,26400,60 months,0.1447,620.74,C,C2,Support Manager,10+ years,RENT,52000,Source Verified,Nov-18,Current,n,debt_consolidation
13000,13000,13000,60 months,0.1502,309.41,C,C3,Warehouse shipping and Receiving,3 years,MORTGAGE,40000,Not Verified,Nov-18,Current,n,credit_card
20000,20000,19975,36 months,0.0784,625.26,A,A4,social worker,2 years,RENT,65000,Not Verified,Nov-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1131,197.32,B,B3,servicing supervisor,10+ years,RENT,67000,Not Verified,Nov-18,Current,n,credit_card
25000,25000,25000,60 months,0.0819,509.19,A,A4,Engineering Manager,10+ years,MORTGAGE,200000,Source Verified,Nov-18,Current,n,other
15000,15000,15000,36 months,0.1008,484.58,B,B1,Registered nurse case manager,2 years,MORTGAGE,78000,Source Verified,Nov-18,Current,n,credit_card
5000,5000,4975,36 months,0.1180,165.6,B,B4,,< 1 year,RENT,70000,Not Verified,Nov-18,Current,n,credit_card
8400,8400,8400,36 months,0.0819,263.97,A,A4,Delivery Coordinator ,6 years,MORTGAGE,35000,Not Verified,Nov-18,Current,n,debt_consolidation
12000,12000,11975,36 months,0.1447,412.88,C,C2,manager branch,10+ years,MORTGAGE,40000,Not Verified,Nov-18,Current,n,home_improvement
7500,7500,7500,36 months,0.1894,274.7,D,D2,Registered Nurse,10+ years,OWN,98000,Not Verified,Nov-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0756,1089.69,A,A3,AVP,8 years,OWN,87024,Source Verified,Nov-18,Current,n,debt_consolidation
9300,9300,9300,36 months,0.0756,289.55,A,A3,,< 1 year,MORTGAGE,65000,Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1356,509.47,C,C1,Chef,6 years,RENT,38000,Source Verified,Nov-18,Current,n,debt_consolidation
13600,13600,13600,60 months,0.1992,359.72,D,D3,ASSISTANT FOODSERVICE MANAGER,10+ years,RENT,38500,Not Verified,Nov-18,Current,n,credit_card
15000,15000,15000,36 months,0.1797,542.07,D,D1,Sports Massage Therapist ,2 years,MORTGAGE,45000,Not Verified,Nov-18,Current,n,debt_consolidation
20975,20975,20975,36 months,0.2534,837.74,E,E3,Financing Associate,10+ years,MORTGAGE,57000,Verified,Nov-18,Current,n,other
30000,30000,30000,36 months,0.1447,1032.2,C,C2,General manager ,3 years,MORTGAGE,214000,Source Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Front Desk,1 year,RENT,30000,Not Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1797,253.78,D,D1,Supervisor,6 years,RENT,31000,Source Verified,Nov-18,Current,n,credit_card
24000,24000,24000,60 months,0.1131,525.54,B,B3,Letter Carrier,4 years,ANY,69000,Not Verified,Nov-18,Current,n,credit_card
20000,20000,20000,36 months,0.0702,617.73,A,A2,claims representative,10+ years,MORTGAGE,75000,Not Verified,Nov-18,In Grace Period,n,credit_card
10000,10000,10000,36 months,0.1131,328.86,B,B3,Office Manager,3 years,RENT,47000,Source Verified,Nov-18,Current,n,credit_card
20000,20000,20000,36 months,0.1072,652.13,B,B2,,< 1 year,MORTGAGE,160000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0819,471.37,A,A4,Respiratory Therapist,6 years,MORTGAGE,78604,Source Verified,Nov-18,Current,n,credit_card
25000,25000,25000,36 months,0.1008,807.62,B,B1,Project Manager,1 year,RENT,70000,Verified,Nov-18,Current,n,credit_card
5000,5000,5000,36 months,0.1072,163.04,B,B2,Patient Account Billing ,10+ years,RENT,38900,Not Verified,Nov-18,Current,n,credit_card
14000,14000,14000,36 months,0.0646,428.84,A,A1,Special Agent,9 years,MORTGAGE,106000,Source Verified,Nov-18,Current,n,credit_card
20000,20000,20000,60 months,0.2089,539.84,D,D4,ENGINEER,10+ years,MORTGAGE,97000,Source Verified,Nov-18,Current,n,home_improvement
35000,35000,35000,60 months,0.2089,944.71,D,D4,Production Manager,10+ years,MORTGAGE,75000,Verified,Nov-18,Current,n,home_improvement
2400,2400,2400,36 months,0.2235,92.1,D,D5,EMT - Basic,1 year,RENT,35000,Not Verified,Nov-18,Current,n,debt_consolidation
2500,2500,2500,36 months,0.1298,84.22,B,B5,Warehouse,10+ years,MORTGAGE,60000,Not Verified,Nov-18,Current,n,home_improvement
10000,10000,10000,36 months,0.1447,344.07,C,C2,manager,10+ years,RENT,55000,Not Verified,Nov-18,Current,n,credit_card
20000,20000,20000,36 months,0.1180,662.38,B,B4,Police Officer ,10+ years,MORTGAGE,180000,Verified,Nov-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.0646,1225.24,A,A1,Principal Consultant,3 years,MORTGAGE,185000,Verified,Nov-18,Current,n,credit_card
25000,25000,25000,60 months,0.2727,767.43,E,E5,VP of Construction,2 years,RENT,103000,Source Verified,Nov-18,Current,n,credit_card
20000,20000,20000,36 months,0.0702,617.73,A,A2,District Administrator,10+ years,MORTGAGE,126000,Source Verified,Nov-18,Current,n,other
5000,5000,5000,36 months,0.1691,178.04,C,C5,,< 1 year,MORTGAGE,35000,Not Verified,Nov-18,Current,n,other
32000,32000,32000,36 months,0.0756,996.29,A,A3,Sales Manager,3 years,MORTGAGE,125000,Source Verified,Nov-18,Current,n,home_improvement
5000,5000,5000,36 months,0.1894,183.13,D,D2,,n/a,RENT,57444,Source Verified,Nov-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0881,951.35,A,A5,,n/a,MORTGAGE,120000,Source Verified,Nov-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.2727,736.73,E,E5,Police Officer,5 years,MORTGAGE,112000,Source Verified,Nov-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1502,242.73,C,C3,Feeding supervisor,6 years,RENT,31000,Source Verified,Nov-18,Current,n,credit_card
20000,20000,20000,60 months,0.1008,425.73,B,B1,Bonding mechica,10+ years,MORTGAGE,78000,Source Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1131,218.98,B,B3,,n/a,RENT,40000,Source Verified,Nov-18,Current,n,debt_consolidation
25525,25525,25525,36 months,0.0756,794.69,A,A3,Director - Finance,2 years,MORTGAGE,135000,Not Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0881,475.68,A,A5,Integrated Pest Management Specialist,3 years,RENT,38000,Not Verified,Nov-18,Current,n,credit_card
9000,9000,9000,36 months,0.1180,298.07,B,B4,Sales,10+ years,RENT,199772,Not Verified,Nov-18,Current,n,other
11000,11000,11000,60 months,0.1797,279.15,D,D1,Backup Foreman,2 years,OWN,82000,Not Verified,Nov-18,Current,n,debt_consolidation
5750,5750,5750,36 months,0.1614,202.56,C,C4,Special Events Manager,< 1 year,RENT,55000,Not Verified,Nov-18,Current,n,credit_card
15000,15000,15000,36 months,0.1298,505.27,B,B5,operator,10+ years,OWN,90000,Source Verified,Nov-18,Current,n,medical
25000,25000,25000,60 months,0.1033,535.25,B,B1,Assistant manager,10+ years,MORTGAGE,75000,Source Verified,Nov-18,Current,n,debt_consolidation
6400,6400,6400,36 months,0.1992,237.59,D,D3,account manager ,1 year,RENT,52000,Not Verified,Nov-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1155,550.45,B,B4,Rural letter carrier,10+ years,MORTGAGE,68000,Source Verified,Nov-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.1894,906.77,D,D2,Teacher ,4 years,RENT,59000,Verified,Nov-18,Current,n,small_business
5000,5000,5000,36 months,0.1614,176.14,C,C4,,n/a,MORTGAGE,12061,Verified,Nov-18,Current,n,credit_card
6500,6500,6500,36 months,0.0646,199.11,A,A1,,n/a,RENT,33727,Verified,Nov-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1106,870.9,B,B3,Managing Member,10+ years,OWN,900000,Source Verified,Nov-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1356,373.61,C,C1,scribe,7 years,MORTGAGE,42000,Source Verified,Nov-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0756,155.67,A,A3,Clinical Psychologist,2 years,MORTGAGE,93069,Source Verified,Nov-18,Current,n,credit_card
4500,4500,4500,36 months,0.1502,156.04,C,C3,server,< 1 year,OWN,15000,Verified,Nov-18,Current,n,credit_card
13000,13000,13000,60 months,0.1298,295.66,B,B5,Business Engagement Manager,10+ years,RENT,58300,Source Verified,Nov-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1614,140.91,C,C4,,n/a,RENT,22000,Not Verified,Nov-18,Current,n,debt_consolidation
18325,18325,18325,36 months,0.1614,645.52,C,C4,,n/a,MORTGAGE,15350,Verified,Nov-18,Current,n,debt_consolidation
1200,1200,1200,36 months,0.2340,46.71,E,E1,Manager,10+ years,MORTGAGE,99000,Not Verified,Nov-18,Current,n,other
8500,8500,8475,36 months,0.0784,265.74,A,A4,Aircraft Mechanic,1 year,RENT,55000,Verified,Nov-18,Current,n,credit_card
15000,15000,15000,36 months,0.1180,496.79,B,B4,administrative professional,3 years,RENT,24000,Source Verified,Nov-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1502,595.02,C,C3,Set up mechanic,3 years,MORTGAGE,89000,Verified,Nov-18,Current,n,credit_card
32000,32000,32000,60 months,0.2235,890.19,D,D5,Corrections Officer,2 years,MORTGAGE,40000,Source Verified,Nov-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1298,505.27,B,B5,teacher,10+ years,MORTGAGE,70000,Not Verified,Nov-18,Current,n,debt_consolidation
3600,3600,3600,36 months,0.0819,113.13,A,A4,Sales Administrator,3 years,RENT,63000,Not Verified,Nov-18,Current,n,credit_card
4200,4200,4200,36 months,0.1502,145.64,C,C3,LABORER,3 years,MORTGAGE,30000,Verified,Nov-18,Current,n,other
32000,32000,32000,36 months,0.0646,980.19,A,A1,,n/a,MORTGAGE,62456,Verified,Nov-18,Current,n,credit_card
28000,28000,28000,36 months,0.1180,927.33,B,B4,Associate Governmental Program Analyst,10+ years,RENT,80000,Source Verified,Nov-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0784,187.58,A,A4,Correction officer,8 years,RENT,72000,Not Verified,Nov-18,Current,n,credit_card
16000,16000,16000,36 months,0.1502,554.81,C,C3,Teacher,10+ years,MORTGAGE,110000,Verified,Nov-18,Current,n,home_improvement
10000,10000,10000,60 months,0.1691,248.05,C,C5,HR Admin,10+ years,RENT,77700,Source Verified,Nov-18,Current,n,debt_consolidation
14000,14000,14000,60 months,0.1894,362.71,D,D2,Sterile Processing Supervisor ,3 years,RENT,77000,Verified,Nov-18,Fully Paid,n,credit_card
14000,14000,14000,36 months,0.0819,439.94,A,A4,Admin specialist 3,4 years,MORTGAGE,65000,Source Verified,Nov-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.1131,246.65,B,B3,Professional Truck Driver,4 years,MORTGAGE,60000,Source Verified,Nov-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.2089,225.72,D,D4,owner,7 years,MORTGAGE,150000,Not Verified,Nov-18,Current,n,car
12000,12000,12000,36 months,0.0819,377.09,A,A4,Physical Therapist ,4 years,MORTGAGE,65000,Not Verified,Nov-18,Current,n,credit_card
16500,16500,16500,36 months,0.0646,505.41,A,A1,Finish Carpenter ,10+ years,MORTGAGE,70000,Not Verified,Nov-18,Current,n,debt_consolidation
23000,23000,23000,60 months,0.1691,570.5,C,C5,Director or Operations,10+ years,MORTGAGE,48600,Verified,Nov-18,Current,n,debt_consolidation
11500,11500,11500,36 months,0.0881,364.69,A,A5,,1 year,MORTGAGE,37000,Source Verified,Nov-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.2235,278.19,D,D5,Owner,3 years,OWN,48000,Not Verified,Nov-18,Current,n,credit_card
16000,16000,16000,60 months,0.1180,354.3,B,B4,Teacher,10+ years,MORTGAGE,96000,Source Verified,Nov-18,Current,n,credit_card
7500,7500,7500,36 months,0.1180,248.4,B,B4,Manager,10+ years,MORTGAGE,98000,Not Verified,Nov-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.1131,361.75,B,B3,Clinical Process and Procedure Manager,< 1 year,RENT,95000,Source Verified,Nov-18,Current,n,credit_card
6000,6000,6000,36 months,0.1447,206.44,C,C2,Compliance Manager ,7 years,MORTGAGE,140000,Not Verified,Nov-18,Current,n,credit_card
12000,12000,12000,60 months,0.2089,323.9,D,D4,,n/a,MORTGAGE,72000,Source Verified,Nov-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0702,154.44,A,A2,Area Supervisor ,6 years,RENT,65000,Not Verified,Nov-18,Current,n,credit_card
